class,odor
e,n
e,n
e,n
p,c
e,n
e,n
e,n
e,n
e,n
p,f
e,n
p,f
e,n
e,n
p,f
e,n
p,f
e,n
p,c
e,n
e,n
e,n
e,n
e,n
p,c
p,f
e,n
e,n
p,c
e,n
e,n
e,n
e,n
e,n
p,c
e,n
p,f
e,n
e,n
p,c
e,n
e,n
p,f
e,n
e,n
e,n
p,c
p,f
e,n
e,n
p,c
e,n
e,n
e,n
e,n
e,n
e,n
p,c
e,n
p,f
p,c
e,n
p,f
p,c
e,n
e,n
e,n
e,n
p,f
e,n
p,f
e,n
e,n
p,f
e,n
p,f
e,n
e,n
e,n
e,n
e,n
e,n
e,n
e,n
p,f
e,n
p,c
e,n
e,n
e,n
e,n
e,n
e,n
p,c
e,n
e,n
e,n
p,f
e,n
e,n
p,f
e,n
p,f
e,n
e,n
e,n
e,n
p,f
p,c
p,f
p,f
p,f
e,n
p,f
e,n
e,n
e,n
p,f
e,n
p,c
e,n
e,n
e,n
e,n
p,f
p,f
e,n
e,n
p,f
e,n
p,c
e,n
e,n
p,f
e,n
p,c
p,f
e,n
p,f
e,n
e,n
e,n
e,n
e,n
e,n
e,n
e,n
p,f
e,n
e,n
p,f
p,f
p,f
e,n
e,n
p,f
p,f
p,f
e,n
p,c
e,n
p,f
e,n
e,n
p,f
e,n
p,c
e,n
e,n
e,n
p,f
e,n
e,n
p,c
e,n
e,n
e,n
e,n
p,f
e,n
e,n
e,n
p,c
e,n
e,n
e,n
p,c
p,f
e,n
p,f
p,c
e,n
e,n
e,n
e,n
p,c
e,n
p,f
e,n
e,n
p,c
e,n
p,c
e,n
p,f
e,n
p,c
p,f
e,n
e,n
p,c
p,f
e,n
p,f
e,n
e,n
p,f
e,n
e,n
e,n
e,n
p,f
e,n
e,n
e,n
e,n
e,n
p,f
p,c
p,f
e,n
e,n
e,n
e,n
e,n
e,n
e,n
p,f
e,n
e,n
p,f
p,c
p,c
e,n
p,f
p,c
e,n
e,n
e,n
p,f
e,n
e,n
e,n
p,f
p,c
e,n
p,c
p,c
p,f
e,n
e,n
p,f
e,n
e,n
e,n
e,n
e,n
e,n
e,n
e,n
e,n
e,n
e,n
e,n
e,n
e,n
e,n
e,n
p,f
e,n
e,n
e,n
e,n
e,n
p,f
e,n
p,f
e,n
e,n
e,n
p,f
e,n
e,n
p,f
e,n
p,c
e,n
p,c
e,n
p,c
e,n
e,n
e,n
e,n
p,c
e,n
e,n
p,c
e,n
p,c
e,n
p,f
e,n
p,f
e,n
e,n
e,n
p,c
p,f
e,n
e,n
e,n
e,n
e,n
e,n
p,f
e,n
e,n
e,n
p,c
e,n
e,n
p,f
e,n
p,c
e,n
p,c
p,f
p,f
e,n
e,n
e,n
e,n
p,f
e,n
e,n
p,f
e,n
p,c
e,n
e,n
e,n
e,n
e,n
e,n
p,c
e,n
p,f
e,n
e,n
e,n
p,c
p,c
e,n
e,n
e,n
e,n
p,f
p,c
e,n
e,n
p,c
p,c
e,n
p,f
p,c
p,f
p,c
e,n
p,c
e,n
p,c
p,c
e,n
p,c
p,c
e,n
e,n
p,c
e,n
p,c
e,n
p,f
p,f
e,n
p,f
e,n
p,f
p,f
e,n
e,n
p,c
e,n
p,f
p,f
p,f
p,f
p,c
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
e,n
e,n
e,n
p,f
p,f
p,f
e,n
p,f
e,n
e,n
e,n
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,c
p,f
e,n
e,n
p,c
p,f
p,f
e,n
e,n
p,f
e,n
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,c
p,c
p,f
p,f
p,f
e,n
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,c
p,f
p,f
e,n
e,n
p,f
p,c
p,f
p,f
p,c
e,n
p,f
p,c
p,f
p,f
e,n
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,c
p,c
p,f
p,f
p,f
e,n
p,f
e,n
p,f
e,n
e,n
p,f
p,f
e,n
p,f
e,n
e,n
e,n
p,f
e,n
p,f
p,f
p,f
p,f
p,f
e,n
e,n
p,f
p,f
p,f
p,y
p,f
p,f
p,c
p,f
p,f
p,f
p,f
p,c
p,f
e,n
p,f
p,f
p,f
p,f
p,f
e,n
p,f
e,n
p,f
p,f
p,f
p,c
p,f
e,n
p,c
p,f
p,f
p,c
p,f
p,f
e,n
p,f
p,f
p,c
p,c
e,n
p,f
e,n
e,n
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
e,n
e,n
p,f
e,n
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
e,n
p,f
p,f
e,n
e,n
p,f
e,n
e,n
p,f
p,c
p,f
p,y
p,f
p,f
e,n
p,f
e,n
p,n
e,n
p,f
e,n
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
e,n
p,f
p,f
e,n
p,f
e,n
p,f
p,f
p,f
p,c
e,n
p,f
p,f
p,f
e,n
p,f
p,f
e,n
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
e,n
e,n
e,n
p,f
p,f
e,n
p,f
e,n
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
e,n
p,f
p,f
p,f
e,n
p,f
p,f
e,n
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,y
e,n
p,c
p,c
p,y
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,c
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,s
p,f
p,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,y
p,f
p,f
e,n
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
e,n
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,y
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,c
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,s
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,n
p,f
p,f
e,n
p,y
p,c
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,s
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,n
p,f
p,f
p,f
p,f
p,f
p,f
e,n
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,c
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,y
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,c
p,f
e,n
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,c
p,f
p,f
p,f
p,f
p,f
p,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,c
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,c
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,n
p,f
p,f
p,s
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,n
p,f
p,f
p,f
p,f
e,n
p,f
p,f
e,n
p,c
p,f
p,f
p,f
p,f
p,n
p,f
e,n
p,n
e,n
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
e,n
e,n
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
e,n
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,n
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,c
p,f
p,f
p,f
e,n
e,n
p,f
p,f
p,f
p,y
p,y
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,c
p,f
e,n
p,f
p,f
e,n
p,f
p,f
p,f
e,n
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,s
e,n
p,f
p,f
p,f
p,f
p,f
e,n
p,n
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
e,n
e,n
p,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,y
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,n
p,n
p,f
p,f
e,n
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,c
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,s
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,y
e,n
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
e,n
e,n
p,f
p,f
p,y
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,n
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,n
e,n
p,f
p,f
e,n
p,f
p,f
p,s
p,y
p,y
p,n
p,f
e,n
p,f
p,f
p,f
e,n
p,f
p,f
p,y
e,n
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,n
p,f
p,n
p,f
p,f
p,n
p,s
p,y
e,n
e,n
p,f
p,n
p,f
p,f
p,n
p,f
p,y
p,f
e,n
p,f
p,f
p,y
e,n
p,f
e,n
e,n
p,f
p,n
p,n
p,y
p,f
p,f
p,f
p,f
p,f
p,f
p,n
e,n
p,f
p,f
e,n
p,f
p,n
e,n
p,f
p,f
p,f
p,f
p,f
e,n
e,n
p,n
e,n
e,n
p,f
p,f
p,f
p,f
p,f
e,n
p,y
p,f
e,n
p,f
p,n
p,f
p,s
e,n
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,n
e,n
p,f
p,y
p,f
e,n
p,f
p,y
p,f
p,f
p,n
e,n
p,f
p,y
e,n
p,f
e,n
p,f
e,n
p,n
p,f
p,f
p,f
p,f
p,f
e,n
e,n
p,f
e,n
p,f
p,f
p,f
p,n
e,n
p,n
p,f
p,n
p,f
e,n
p,f
p,y
p,f
p,f
p,n
p,f
p,f
p,f
e,n
p,f
p,f
p,n
p,f
e,n
p,f
p,n
p,f
p,f
p,n
p,f
e,n
p,f
p,y
p,y
p,f
e,n
p,f
e,n
p,f
e,n
p,s
p,f
p,f
p,n
p,n
p,f
e,n
p,n
p,f
e,n
e,n
e,n
p,f
p,y
p,f
p,f
p,f
e,n
p,y
p,f
p,f
e,n
p,f
p,s
p,f
e,n
p,f
p,f
e,n
p,f
p,f
p,s
e,n
p,f
e,n
e,n
p,f
p,n
p,s
e,n
p,f
p,f
e,n
p,n
e,n
p,f
p,f
p,s
p,f
p,f
p,f
e,n
p,s
p,f
p,y
p,f
p,f
p,f
p,n
p,f
p,f
e,n
p,f
p,s
p,n
p,f
e,n
p,n
p,n
p,f
e,n
e,n
p,y
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,n
e,n
p,f
p,f
p,y
p,f
p,f
p,f
p,n
p,f
e,n
p,f
p,f
p,f
p,f
p,n
p,f
e,n
p,s
p,f
p,f
e,n
p,f
e,n
e,n
e,n
e,n
p,f
e,n
e,n
p,f
e,n
p,f
p,n
p,f
p,f
p,f
p,n
p,f
p,f
e,n
p,y
p,f
p,f
p,n
p,f
p,f
p,f
p,f
p,f
p,y
p,f
e,n
p,f
e,n
e,n
e,n
p,f
p,f
e,n
e,n
p,f
p,n
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
p,f
p,f
e,n
p,f
e,n
p,f
p,f
p,n
p,y
p,s
p,f
e,n
p,f
p,f
p,y
p,f
p,y
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,s
p,f
e,n
p,n
p,y
e,n
p,f
p,f
p,y
p,f
p,y
p,n
p,y
p,f
p,f
p,f
p,n
p,f
e,n
p,f
e,n
p,f
p,y
p,f
p,f
p,f
e,n
p,f
p,s
p,f
p,f
e,n
p,n
p,n
p,f
p,f
e,n
p,f
p,f
p,f
p,y
e,n
e,n
e,n
p,f
p,f
p,y
p,n
p,f
p,f
p,y
p,f
p,s
e,n
e,n
p,f
p,y
p,f
p,s
p,f
p,s
e,n
p,f
p,f
e,n
p,n
p,f
e,n
p,f
p,y
p,f
p,f
p,f
e,n
p,f
e,n
e,n
e,n
p,f
e,n
p,f
p,f
p,f
e,n
p,f
e,n
e,n
p,n
p,y
p,f
e,n
p,f
e,n
p,y
p,f
e,n
e,n
p,s
p,f
p,f
p,f
e,n
e,n
p,f
p,f
p,n
p,f
p,f
e,n
e,n
p,n
p,f
p,y
p,f
p,f
p,s
p,n
e,n
p,f
p,f
p,f
e,n
p,y
p,f
p,y
e,n
p,n
e,n
p,y
p,f
p,f
p,f
p,n
p,s
p,s
e,n
p,f
e,n
e,n
p,y
e,n
p,f
p,s
e,n
p,n
p,f
p,f
e,n
p,f
p,n
p,f
e,n
p,f
p,s
p,y
p,f
p,n
p,f
e,n
e,n
p,f
e,n
e,n
e,n
p,f
p,f
p,f
e,n
p,f
e,n
p,f
p,f
p,n
p,y
p,f
p,f
p,n
e,n
p,f
e,n
p,n
p,f
p,f
p,y
e,n
p,f
p,f
p,f
e,n
p,f
p,f
e,n
e,n
p,f
p,f
p,f
p,f
p,f
p,n
p,f
e,n
p,f
p,f
e,n
p,f
e,n
p,f
p,y
e,n
p,f
p,f
p,f
p,y
e,n
p,f
p,f
p,f
p,f
e,n
p,n
e,n
p,y
e,n
p,f
p,f
e,n
e,n
p,f
p,f
p,y
e,n
e,n
p,f
p,y
e,n
p,f
p,s
e,n
p,f
p,f
p,f
e,n
p,n
e,n
p,f
p,f
p,f
p,f
p,y
p,f
e,n
p,f
p,y
e,n
e,n
p,f
p,n
p,f
p,s
e,n
p,y
p,s
p,f
e,n
p,f
p,n
e,n
p,f
p,f
p,f
e,n
e,n
e,n
e,n
p,f
p,y
e,n
p,n
p,f
p,f
e,n
p,f
e,n
p,n
p,s
p,f
p,f
e,n
p,f
p,f
p,n
p,n
p,f
e,n
p,s
p,f
e,n
p,f
p,f
p,n
p,y
p,f
p,f
e,n
p,f
p,f
e,n
p,s
e,n
p,f
p,y
p,f
e,n
p,n
p,f
e,n
e,n
p,f
e,n
p,y
e,n
p,n
p,n
p,f
p,f
p,f
e,n
p,n
p,n
p,s
p,f
p,f
p,n
e,n
p,f
p,f
p,f
p,f
p,y
p,n
p,f
p,f
p,f
e,n
p,f
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,s
e,n
p,y
p,f
p,y
e,n
p,f
p,f
e,n
p,f
p,f
e,n
p,f
e,n
p,f
p,f
p,s
p,f
p,n
p,s
e,n
e,n
p,f
p,f
e,n
p,n
p,f
p,f
p,f
p,f
p,f
p,f
e,n
p,f
e,n
p,s
p,f
p,f
p,n
p,f
p,n
p,f
p,f
e,n
e,n
p,f
e,n
p,n
e,n
p,y
e,n
p,f
p,n
p,s
p,y
p,f
p,f
p,s
p,f
e,n
e,n
p,f
p,f
p,s
p,f
p,f
p,f
p,n
e,n
p,y
p,f
e,n
p,f
p,f
p,f
p,f
p,f
p,f
e,n
e,n
e,n
p,f
p,f
e,n
p,f
p,s
p,n
p,f
e,n
p,f
p,f
e,n
e,n
p,f
p,f
p,f
p,f
p,f
e,n
e,n
p,f
e,n
e,n
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,n
p,f
p,n
e,n
p,y
p,y
p,f
p,f
p,n
p,f
e,n
e,n
e,n
p,n
p,f
p,f
p,f
p,s
p,n
p,f
p,n
e,n
e,n
p,f
p,f
p,f
e,n
p,f
p,n
p,s
p,f
p,f
p,f
p,f
e,n
e,n
p,n
p,n
p,f
p,s
p,f
p,f
p,f
e,n
p,y
p,n
p,y
p,f
p,f
e,n
p,f
e,n
p,f
e,n
p,f
p,n
p,f
p,f
p,f
p,f
p,f
p,f
p,s
p,f
p,f
p,n
p,f
p,y
p,f
e,n
e,n
p,f
p,f
p,f
p,s
p,f
p,f
p,f
p,s
p,y
p,y
p,s
p,f
p,f
p,s
p,s
p,f
p,y
p,f
p,y
p,f
p,s
p,y
p,f
p,y
p,s
p,y
p,y
p,s
p,y
p,y
p,s
p,y
p,s
p,s
p,s
p,f
p,s
p,s
p,f
p,y
e,n
p,y
e,n
p,y
p,s
p,y
p,y
p,y
p,f
p,s
p,y
p,f
p,s
p,f
p,s
p,y
p,f
p,y
p,f
p,y
p,f
p,s
p,f
p,f
p,s
p,f
p,s
p,s
p,f
p,s
e,n
p,y
p,f
p,f
p,s
p,s
p,s
p,f
p,y
p,f
p,s
p,s
p,y
p,y
p,s
p,s
p,y
p,s
p,y
p,s
p,y
p,s
p,f
p,y
p,f
p,f
p,y
p,f
p,f
p,y
p,y
p,f
p,f
p,s
p,f
p,s
p,y
p,y
p,s
p,y
p,s
p,f
p,y
p,s
p,f
p,f
p,f
p,s
p,s
p,f
p,f
p,s
e,n
p,y
p,y
p,y
p,s
p,y
p,s
p,f
p,f
p,y
p,f
p,f
p,y
p,y
p,s
p,f
p,s
p,y
p,y
p,f
p,s
p,y
e,n
p,s
p,f
p,s
p,y
e,n
p,s
p,s
p,s
p,f
p,f
p,f
p,s
p,y
p,f
p,f
p,f
p,s
p,f
p,s
p,s
p,s
p,y
p,y
p,f
p,y
p,y
p,y
p,y
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,s
p,y
p,f
p,s
p,f
p,s
p,s
p,y
p,f
p,s
p,s
p,s
p,s
p,f
p,f
p,f
e,n
p,s
p,s
p,s
p,y
p,y
p,f
p,f
p,f
e,n
p,s
p,f
p,y
p,s
p,y
p,y
p,f
p,y
p,f
p,s
e,n
p,s
p,f
p,f
p,s
e,n
p,s
p,y
p,f
p,s
p,f
p,y
p,s
p,f
p,s
p,y
p,y
p,y
p,y
p,y
p,f
p,f
p,f
p,s
p,y
p,y
p,s
p,f
p,f
p,y
p,y
p,f
p,s
p,s
p,f
p,y
p,s
p,s
p,f
p,s
p,s
p,y
p,y
p,s
p,s
p,y
p,f
e,n
p,y
p,s
p,y
p,s
p,s
p,y
p,s
p,y
p,f
p,s
p,s
p,f
p,s
p,y
p,s
p,f
p,f
e,n
p,s
p,y
p,f
p,f
p,y
p,s
p,f
p,f
p,f
p,s
p,y
p,s
p,s
p,s
p,y
p,f
p,f
p,f
p,y
p,y
p,s
p,y
p,f
p,s
p,s
p,f
p,f
p,f
p,y
p,f
p,f
p,f
p,f
p,s
p,f
p,y
p,f
p,y
p,f
p,y
p,f
p,y
p,f
p,s
p,s
p,y
p,s
p,y
p,f
p,f
p,f
e,n
p,f
p,f
p,s
p,s
p,f
p,y
p,s
p,f
p,f
p,f
p,f
p,y
p,f
p,f
p,f
p,s
p,f
p,f
p,f
p,f
p,s
p,y
p,y
p,y
p,f
p,y
p,y
p,f
p,f
p,y
p,f
p,s
p,y
p,f
e,n
p,f
p,f
p,y
p,f
p,y
p,f
p,f
p,y
e,n
p,f
p,s
p,y
p,s
p,s
p,f
p,s
p,s
p,y
p,f
p,s
p,f
p,y
p,s
p,y
p,s
p,f
p,y
p,y
p,f
e,n
p,y
p,f
p,y
p,s
p,s
p,f
e,n
p,s
p,s
e,n
p,y
p,s
p,f
p,s
p,f
p,s
p,s
p,s
p,m
p,y
p,y
p,s
p,y
p,f
p,s
p,f
p,s
e,n
p,s
p,s
p,s
p,f
p,y
p,f
p,s
p,y
p,f
e,n
p,s
p,f
p,f
p,y
p,f
p,s
p,f
p,y
p,s
p,y
p,y
p,y
p,y
p,y
e,n
p,y
p,y
p,f
p,s
p,y
p,f
p,s
p,s
p,y
p,s
p,s
p,f
p,s
p,f
p,f
p,y
p,y
p,y
p,y
p,f
p,f
p,f
p,s
p,y
p,f
p,y
p,f
p,y
p,s
p,s
p,s
p,y
p,s
p,y
p,y
p,y
p,s
p,f
p,s
p,f
p,s
p,s
p,f
p,s
p,f
p,y
p,y
p,f
p,s
p,f
p,f
p,s
p,f
p,f
p,y
p,s
p,f
p,s
p,y
e,n
p,s
p,f
p,y
p,y
p,y
p,f
p,y
e,n
p,f
p,f
p,y
p,y
p,y
p,f
p,s
p,f
p,s
p,s
p,y
p,s
e,n
p,f
p,f
p,f
p,s
p,y
p,y
p,s
p,y
p,y
p,s
p,s
p,f
p,s
p,s
p,f
p,y
p,f
p,s
p,s
p,f
p,s
p,y
p,s
p,y
p,f
p,s
p,s
e,n
p,y
p,y
p,f
p,y
p,y
p,y
p,f
p,y
p,f
p,f
p,s
p,y
p,s
p,f
p,y
p,y
p,f
p,f
p,y
p,f
p,y
p,y
p,s
p,s
p,s
p,s
p,y
p,y
p,y
p,s
p,f
p,y
p,s
p,s
p,s
p,s
p,s
p,y
p,s
p,y
e,n
p,y
p,s
p,s
p,s
p,s
p,f
p,f
p,s
p,y
p,f
p,f
p,f
p,f
p,y
p,s
p,f
p,y
p,s
p,f
p,s
p,s
p,f
p,s
p,y
p,f
p,s
p,y
p,s
p,y
p,y
p,s
p,y
p,f
p,s
p,f
p,s
p,f
p,y
p,y
p,y
p,y
p,y
p,s
p,f
p,y
p,f
p,y
p,s
p,y
p,y
p,s
p,y
p,s
p,f
p,y
p,s
p,f
p,f
p,s
p,y
e,n
p,y
p,s
e,n
p,y
p,s
p,s
p,s
p,m
p,s
p,s
p,y
p,s
p,f
p,f
p,f
p,s
p,y
p,y
p,s
p,y
p,f
p,s
p,f
p,f
p,y
p,f
p,s
p,f
p,y
p,y
p,s
p,y
p,s
p,s
p,f
p,y
p,f
p,y
p,s
p,f
p,y
p,s
p,s
p,f
p,y
p,f
p,y
p,y
p,f
p,y
p,f
p,f
p,f
p,s
p,y
p,s
p,f
p,y
p,s
p,s
p,f
p,s
p,f
p,s
p,y
p,s
p,y
p,s
p,f
p,f
p,s
p,y
p,s
p,y
p,s
p,y
p,s
p,y
p,y
p,f
p,y
p,s
p,y
e,n
p,y
p,f
p,s
p,f
p,y
p,s
p,y
e,n
p,s
p,f
p,s
p,f
p,f
p,s
p,s
p,y
p,f
e,n
e,n
p,s
p,s
p,s
p,s
p,y
p,f
p,y
p,f
p,s
p,y
e,n
p,f
p,y
p,y
p,y
p,f
p,y
p,y
p,y
p,y
p,f
p,s
p,f
p,s
p,f
p,s
p,f
p,s
p,s
p,s
p,y
p,s
p,f
p,f
p,y
p,f
p,y
p,s
p,y
p,f
p,s
p,f
p,y
p,y
p,s
p,y
p,f
p,f
p,f
p,y
p,s
p,y
p,f
p,s
p,f
p,y
p,y
p,s
p,y
p,y
p,y
p,s
p,f
e,n
p,y
p,y
p,s
p,s
p,s
p,f
p,f
p,f
p,f
p,f
p,f
p,f
p,s
p,y
p,f
p,s
p,s
p,s
p,y
p,s
p,f
e,n
p,f
p,s
p,s
p,f
p,f
p,m
p,f
p,s
p,y
p,f
e,n
p,y
p,y
p,y
p,s
p,y
p,y
p,f
p,f
p,f
p,f
p,y
p,y
p,y
p,s
p,f
p,y
p,y
p,f
p,f
p,f
p,f
p,y
p,f
e,n
p,y
p,y
p,s
p,s
p,f
p,s
p,s
p,f
p,s
p,s
p,s
p,f
p,y
p,y
p,f
e,n
p,y
p,y
p,f
e,n
e,n
e,n
e,n
p,s
p,f
e,n
p,s
p,n
p,f
e,n
p,f
p,s
p,s
p,y
p,s
e,n
p,s
p,y
p,f
e,n
p,s
p,y
e,n
e,n
p,y
p,y
p,s
e,n
p,f
p,y
p,y
p,f
e,n
e,n
p,y
p,y
e,n
p,s
p,y
p,s
p,m
p,f
p,s
p,s
p,f
p,f
p,f
e,n
p,s
p,f
p,y
p,s
p,s
e,n
p,f
p,s
p,s
p,s
p,y
p,s
p,y
p,f
e,n
p,f
p,f
e,n
p,f
p,y
p,s
p,s
e,n
p,f
p,y
p,f
p,f
p,y
p,f
p,s
p,f
e,n
p,y
p,f
p,f
p,s
e,n
e,n
p,m
p,y
p,y
e,n
